ID,Name,ImageFile,OriginalURL,PokeEne,HP,ATK,DEF,SP.ATK,SP.DEF,Speed,Type,Move,MoveType,Special,Rarity,Variant,Series
1-3-018,タギングル,1-3-018_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-018_kira.webp,,,,,,,,,,,,,,3だん
1-3-019,クエスパトラ,1-3-019_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-019_kira.webp,,,,,,,,,,,,,,3だん
1-3-020,エクスレッグ,1-3-020_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-020_kira.webp,,,,,,,,,,,,,,3だん
1-3-021,プクリン,1-3-021_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-021_kira.webp,,,,,,,,,,,,,,3だん
1-3-022,ゴチルゼル,1-3-022_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-022_kira.webp,,,,,,,,,,,,,,3だん
1-3-023,ソウブレイズ,1-3-023_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-023_kira.webp,,,,,,,,,,,,,,3だん
1-3-024,オリーヴァ,1-3-024_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-024_kira.webp,,,,,,,,,,,,,,3だん
1-3-025,ガラルファイヤー,1-3-025_kira.webp,https://pokemonfrienda.com/new/img/3/1-3-025_kira.webp,,,,,,,,,,,,,,3だん
1-2-001,レックウザ,1-2-001_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-001_kira.webp,,,,,,,,,,,,,,2だん
1-2-002,ルギア,1-2-002_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-002_kira.webp,,,,,,,,,,,,,,2だん
1-2-003,ホウオウ,1-2-003_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-003_kira.webp,,,,,,,,,,,,,,2だん
1-2-004,オーガポン,1-2-004_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-004_kira.webp,,,,,,,,,,,,,,2だん
1-2-005,オーガポン,1-2-005_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-005_kira.webp,,,,,,,,,,,,,,2だん
1-2-006,メルメタル,1-2-006_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-006_kira.webp,,,,,,,,,,,,,,2だん
1-2-007,デカヌチャン,1-2-007_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-007_kira.webp,,,,,,,,,,,,,,2だん
1-2-008,ブリガロン,1-2-008_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-008_kira.webp,,,,,,,,,,,,,,2だん
1-2-009,マフォクシー,1-2-009_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-009_kira.webp,,,,,,,,,,,,,,2だん
1-2-010,ゲッコウガ,1-2-010_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-010_kira.webp,,,,,,,,,,,,,,2だん
1-2-011,チオンジェン,1-2-011_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-011_kira.webp,,,,,,,,,,,,,,2だん
1-2-012,パオジアン,1-2-012_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-012_kira.webp,,,,,,,,,,,,,,2だん
1-2-013,ディンルー,1-2-013_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-013_kira.webp,,,,,,,,,,,,,,2だん
1-2-014,イーユイ,1-2-014_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-014_kira.webp,,,,,,,,,,,,,,2だん
1-2-015,マスカーニャ,1-2-015_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-015_kira.webp,,,,,,,,,,,,,,2だん
1-2-016,ラウドボーン,1-2-016_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-016_kira.webp,,,,,,,,,,,,,,2だん
1-2-017,ウェーニバル,1-2-017_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-017_kira.webp,,,,,,,,,,,,,,2だん
1-2-018,アーマーガア,1-2-018_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-018_kira.webp,,,,,,,,,,,,,,2だん
1-2-019,パーモット,1-2-019_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-019_kira.webp,,,,,,,,,,,,,,2だん
1-2-020,キョジオーン,1-2-020_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-020_kira.webp,,,,,,,,,,,,,,2だん
1-2-021,ボスゴドラ,1-2-021_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-021_kira.webp,,,,,,,,,,,,,,2だん
1-2-022,キテルグマ,1-2-022_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-022_kira.webp,,,,,,,,,,,,,,2だん
1-2-023,パルデアケンタロス,1-2-023_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-023_kira.webp,,,,,,,,,,,,,,2だん
1-2-024,ブロロローム,1-2-024_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-024_kira.webp,,,,,,,,,,,,,,2だん
1-2-025,ハカドッグ,1-2-025_kira.webp,https://pokemonfrienda.com/new/img/2/1-2-025_kira.webp,,,,,,,,,,,,,,2だん
1-1-001,コライドン,1-1-001_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-001_kira.webp,,,,,,,,,,,,,,1だん
1-1-002,ミライドン,1-1-002_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-002_kira.webp,,,,,,,,,,,,,,1だん
1-1-003,オーガポン,1-1-003_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-003_kira.webp,,,,,,,,,,,,,,1だん
1-1-004,マスカーニャ,1-1-004_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-004_kira.webp,,,,,,,,,,,,,,1だん
1-1-005,ラウドボーン,1-1-005_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-005_kira.webp,,,,,,,,,,,,,,1だん
1-1-006,ウェーニバル,1-1-006_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-006_kira.webp,,,,,,,,,,,,,,1だん
1-1-007,ルカリオ,1-1-007_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-007_kira.webp,,,,,,,,,,,,,,1だん
1-1-008,セレビィ,1-1-008_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-008_kira.webp,,,,,,,,,,,,,,1だん
1-1-009,ウインディ,1-1-009_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-009_kira.webp,,,,,,,,,,,,,,1だん
1-1-010,ミロカロス,1-1-010_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-010_kira.webp,,,,,,,,,,,,,,1だん
1-1-011,イイネイヌ,1-1-011_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-011_kira.webp,,,,,,,,,,,,,,1だん
1-1-012,マシマシラ,1-1-012_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-012_kira.webp,,,,,,,,,,,,,,1だん
1-1-013,キチキギス,1-1-013_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-013_kira.webp,,,,,,,,,,,,,,1だん
1-1-014,フシギバナ,1-1-014_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-014_kira.webp,,,,,,,,,,,,,,1だん
1-1-015,リザードン,1-1-015_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-015_kira.webp,,,,,,,,,,,,,,1だん
1-1-016,カメックス,1-1-016_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-016_kira.webp,,,,,,,,,,,,,,1だん
1-1-017,ヤドキング,1-1-017_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-017_kira.webp,,,,,,,,,,,,,,1だん
1-1-018,ヘルガー,1-1-018_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-018_kira.webp,,,,,,,,,,,,,,1だん
1-1-019,オリーヴァ,1-1-019_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-019_kira.webp,,,,,,,,,,,,,,1だん
1-1-020,ピカチュウ,1-1-020_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-020_kira.webp,,,,,,,,,,,,,,1だん
1-1-021,ドンファン,1-1-021_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-021_kira.webp,,,,,,,,,,,,,,1だん
1-1-022,クレベース,1-1-022_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-022_kira.webp,,,,,,,,,,,,,,1だん
1-1-023,タイカイデン,1-1-023_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-023_kira.webp,,,,,,,,,,,,,,1だん
1-1-024,ハルクジラ,1-1-024_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-024_kira.webp,,,,,,,,,,,,,,1だん
1-1-025,ドオー,1-1-025_kira.webp,https://pokemonfrienda.com/new/img/1/1-1-025_kira.webp,,,,,,,,,,,,,,1だん
2-4-037★,ニンフィア,2-4-037_star.webp,https://pokemonfrienda.com/new/img/bt4/2-4-037★.webp,,,,,,,,,,,,,色違い,ベストタッグ4だん
2-4-041★,コリンク,2-4-041_star.webp,https://pokemonfrienda.com/new/img/bt4/2-4-041★.webp,,,,,,,,,,,,,色違い,ベストタッグ4だん
2-4-042★,ルクシオ,2-4-042_star.webp,https://pokemonfrienda.com/new/img/bt4/2-4-042★.webp,,,,,,,,,,,,,色違い,ベストタッグ4だん
2-4-043★,レントラー,2-4-043_star.webp,https://pokemonfrienda.com/new/img/bt4/2-4-043★.webp,,,,,,,,,,,,,色違い,ベストタッグ4だん
2-4-052★,ヒトデマン,2-4-052_star.webp,https://pokemonfrienda.com/new/img/bt4/2-4-052★.webp,,,,,,,,,,,,,色違い,ベストタッグ4だん
2-4-053★,スターミー,2-4-053_star.webp,https://pokemonfrienda.com/new/img/bt4/2-4-053★.webp,,,,,,,,,,,,,色違い,ベストタッグ4だん
2-4-026A,ハリマロン,2-4-026A.webp,https://pokemonfrienda.com/new/img/bt4/2-4-026A.webp,,,,,,,,,,,,,パラレル,ベストタッグ4だん
2-4-029A,フォッコ,2-4-029A.webp,https://pokemonfrienda.com/new/img/bt4/2-4-029A.webp,,,,,,,,,,,,,パラレル,ベストタッグ4だん
2-4-032A,ケロマツ,2-4-032A.webp,https://pokemonfrienda.com/new/img/bt4/2-4-032A.webp,,,,,,,,,,,,,パラレル,ベストタッグ4だん
2-4-070A,デデンネ,2-4-070A.webp,https://pokemonfrienda.com/new/img/bt4/2-4-070A.webp,,,,,,,,,,,,,パラレル,ベストタッグ4だん
2-3-026A,チコリータ,2-3-026A.webp,https://pokemonfrienda.com/new/img/bt3/2-3-026A.webp,,,,,,,,,,,,,パラレル,ベストタッグ3だん
2-3-029A,ポカブ,2-3-029A.webp,https://pokemonfrienda.com/new/img/bt3/2-3-029A.webp,,,,,,,,,,,,,パラレル,ベストタッグ3だん
2-3-032A,ワニノコ,2-3-032A.webp,https://pokemonfrienda.com/new/img/bt3/2-3-032A.webp,,,,,,,,,,,,,パラレル,ベストタッグ3だん
2-3-043A,ピカチュウ,2-3-043A.webp,https://pokemonfrienda.com/new/img/bt3/2-3-043A.webp,,,,,,,,,,,,,パラレル,ベストタッグ3だん
2-3-W01,ミュウ,2-3-W01.webp,https://pokemonfrienda.com/new/wonder/img/2-3-W01.webp,,,,,,,,,,,,,ワンダー,ベストタッグ3だん
2-3-W02,ラプラス,2-3-W02.webp,https://pokemonfrienda.com/new/wonder/img/2-3-W02.webp,,,,,,,,,,,,,ワンダー,ベストタッグ3だん
2-3-W03,アローラキュウコン,2-3-W03.webp,https://pokemonfrienda.com/new/wonder/img/2-3-W03.webp,,,,,,,,,,,,,ワンダー,ベストタッグ3だん
2-2-W01,ピカチュウ,2-2-W01.webp,https://pokemonfrienda.com/new/wonder/img/2-2-W01.webp,,,,,,,,,,,,,ワンダー,ベストタッグ2だん
2-2-W02,ジュペッタ,2-2-W02.webp,https://pokemonfrienda.com/new/wonder/img/2-2-W02.webp,,,,,,,,,,,,,ワンダー,ベストタッグ2だん
2-2-W03,ダークライ,2-2-W03.webp,https://pokemonfrienda.com/new/wonder/img/2-2-W03.webp,,,,,,,,,,,,,ワンダー,ベストタッグ2だん
2-1-W01,フリーザー,2-1-W01.webp,https://pokemonfrienda.com/new/wonder/img/2-1-W01.webp,,,,,,,,,,,,,ワンダー,ベストタッグ1だん
2-1-W02,サンダー,2-1-W02.webp,https://pokemonfrienda.com/new/wonder/img/2-1-W02.webp,,,,,,,,,,,,,ワンダー,ベストタッグ1だん
2-1-W03,ファイヤー,2-1-W03.webp,https://pokemonfrienda.com/new/wonder/img/2-1-W03.webp,,,,,,,,,,,,,ワンダー,ベストタッグ1だん
1-5-W01,フシギバナ,1-5-W01.webp,https://pokemonfrienda.com/new/wonder/img/1-5-W01.webp,,,,,,,,,,,,,ワンダー,5だん
1-5-W02,リザードン,1-5-W02.webp,https://pokemonfrienda.com/new/wonder/img/1-5-W02.webp,,,,,,,,,,,,,ワンダー,5だん
1-5-W03,リザードン,1-5-W03.webp,https://pokemonfrienda.com/new/wonder/img/1-5-W03.webp,,,,,,,,,,,,,ワンダー,5だん
1-5-W04,カメックス,1-5-W04.webp,https://pokemonfrienda.com/new/wonder/img/1-5-W04.webp,,,,,,,,,,,,,ワンダー,5だん
1-4-W01,シャワーズ,1-4-W01.webp,https://pokemonfrienda.com/new/wonder/img/1-4-W01.webp,,,,,,,,,,,,,ワンダー,4だん
1-4-W02,サンダース,1-4-W02.webp,https://pokemonfrienda.com/new/wonder/img/1-4-W02.webp,,,,,,,,,,,,,ワンダー,4だん
1-4-W03,ブースター,1-4-W03.webp,https://pokemonfrienda.com/new/wonder/img/1-4-W03.webp,,,,,,,,,,,,,ワンダー,4だん
1-4-W04,ニンフィア,1-4-W04.webp,https://pokemonfrienda.com/new/wonder/img/1-4-W04.webp,,,,,,,,,,,,,ワンダー,4だん
1-3-W01,レックウザ,1-3-W01.webp,https://pokemonfrienda.com/new/wonder/img/1-3-W01.webp,,,,,,,,,,,,,ワンダー,3だん
1-3-W02,レックウザ,1-3-W02.webp,https://pokemonfrienda.com/new/wonder/img/1-3-W02.webp,,,,,,,,,,,,,ワンダー,3だん
1-2-W01,ゲンガー,1-2-W01.webp,https://pokemonfrienda.com/new/wonder/img/1-2-W01.webp,,,,,,,,,,,,,ワンダー,2だん
1-2-W02,ミミッキュ,1-2-W02.webp,https://pokemonfrienda.com/new/wonder/img/1-2-W02.webp,,,,,,,,,,,,,ワンダー,2だん
1-2-W03,ソウブレイズ,1-2-W03.webp,https://pokemonfrienda.com/new/wonder/img/1-2-W03.webp,,,,,,,,,,,,,ワンダー,2だん
2-4-026,ハリマロン,2-4-026.webp,https://pokemonfrienda.com/new/img/bt4/2-4-026.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-027,ハリボーグ,2-4-027.webp,https://pokemonfrienda.com/new/img/bt4/2-4-027.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-028,ブリガロン,2-4-028.webp,https://pokemonfrienda.com/new/img/bt4/2-4-028.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-029,フォッコ,2-4-029.webp,https://pokemonfrienda.com/new/img/bt4/2-4-029.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-030,テールナー,2-4-030.webp,https://pokemonfrienda.com/new/img/bt4/2-4-030.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-031,マフォクシー,2-4-031.webp,https://pokemonfrienda.com/new/img/bt4/2-4-031.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-032,ケロマツ,2-4-032.webp,https://pokemonfrienda.com/new/img/bt4/2-4-032.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-033,ゲコガシラ,2-4-033.webp,https://pokemonfrienda.com/new/img/bt4/2-4-033.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-034,ゲッコウガ,2-4-034.webp,https://pokemonfrienda.com/new/img/bt4/2-4-034.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-035,ピカチュウ,2-4-035.webp,https://pokemonfrienda.com/new/img/bt4/2-4-035.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-036,イーブイ,2-4-036.webp,https://pokemonfrienda.com/new/img/bt4/2-4-036.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-037,ニンフィア,2-4-037.webp,https://pokemonfrienda.com/new/img/bt4/2-4-037.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-038,ナックラー,2-4-038.webp,https://pokemonfrienda.com/new/img/bt4/2-4-038.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-039,ビブラーバ,2-4-039.webp,https://pokemonfrienda.com/new/img/bt4/2-4-039.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-040,フライゴン,2-4-040.webp,https://pokemonfrienda.com/new/img/bt4/2-4-040.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-041,コリンク,2-4-041.webp,https://pokemonfrienda.com/new/img/bt4/2-4-041.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-042,ルクシオ,2-4-042.webp,https://pokemonfrienda.com/new/img/bt4/2-4-042.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-043,レントラー,2-4-043.webp,https://pokemonfrienda.com/new/img/bt4/2-4-043.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-044,メグロコ,2-4-044.webp,https://pokemonfrienda.com/new/img/bt4/2-4-044.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-045,ワルビル,2-4-045.webp,https://pokemonfrienda.com/new/img/bt4/2-4-045.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-046,ワルビアル,2-4-046.webp,https://pokemonfrienda.com/new/img/bt4/2-4-046.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-047,キバゴ,2-4-047.webp,https://pokemonfrienda.com/new/img/bt4/2-4-047.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-048,オノンド,2-4-048.webp,https://pokemonfrienda.com/new/img/bt4/2-4-048.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-049,オノノクス,2-4-049.webp,https://pokemonfrienda.com/new/img/bt4/2-4-049.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-050,アローラサンド,2-4-050.webp,https://pokemonfrienda.com/new/img/bt4/2-4-050.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-051,アローラサンドパン,2-4-051.webp,https://pokemonfrienda.com/new/img/bt4/2-4-051.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-052,ヒトデマン,2-4-052.webp,https://pokemonfrienda.com/new/img/bt4/2-4-052.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-053,スターミー,2-4-053.webp,https://pokemonfrienda.com/new/img/bt4/2-4-053.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-054,ウソハチ,2-4-054.webp,https://pokemonfrienda.com/new/img/bt4/2-4-054.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-055,ウソッキー,2-4-055.webp,https://pokemonfrienda.com/new/img/bt4/2-4-055.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-056,チルット,2-4-056.webp,https://pokemonfrienda.com/new/img/bt4/2-4-056.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-057,チルタリス,2-4-057.webp,https://pokemonfrienda.com/new/img/bt4/2-4-057.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-058,モグリュー,2-4-058.webp,https://pokemonfrienda.com/new/img/bt4/2-4-058.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-059,ドリュウズ,2-4-059.webp,https://pokemonfrienda.com/new/img/bt4/2-4-059.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-060,ガラルヤドン,2-4-060.webp,https://pokemonfrienda.com/new/img/bt4/2-4-060.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-061,ガラルヤドラン,2-4-061.webp,https://pokemonfrienda.com/new/img/bt4/2-4-061.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-062,ガラルヤドキング,2-4-062.webp,https://pokemonfrienda.com/new/img/bt4/2-4-062.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-063,カルボウ,2-4-063.webp,https://pokemonfrienda.com/new/img/bt4/2-4-063.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-064,グレンアルマ,2-4-064.webp,https://pokemonfrienda.com/new/img/bt4/2-4-064.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-065,ソウブレイズ,2-4-065.webp,https://pokemonfrienda.com/new/img/bt4/2-4-065.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-066,エビワラー,2-4-066.webp,https://pokemonfrienda.com/new/img/bt4/2-4-066.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-067,サワムラー,2-4-067.webp,https://pokemonfrienda.com/new/img/bt4/2-4-067.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-068,カイロス,2-4-068.webp,https://pokemonfrienda.com/new/img/bt4/2-4-068.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-069,ヘラクロス,2-4-069.webp,https://pokemonfrienda.com/new/img/bt4/2-4-069.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-4-070,デデンネ,2-4-070.webp,https://pokemonfrienda.com/new/img/bt4/2-4-070.webp,,,,,,,,,,,,,,ベストタッグ4だん
2-3-026,チコリータ,2-3-026.webp,https://pokemonfrienda.com/new/img/bt3/2-3-026.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-027,ベイリーフ,2-3-027.webp,https://pokemonfrienda.com/new/img/bt3/2-3-027.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-028,メガニウム,2-3-028.webp,https://pokemonfrienda.com/new/img/bt3/2-3-028.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-029,ポカブ,2-3-029.webp,https://pokemonfrienda.com/new/img/bt3/2-3-029.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-030,チャオブー,2-3-030.webp,https://pokemonfrienda.com/new/img/bt3/2-3-030.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-031,エンブオー,2-3-031.webp,https://pokemonfrienda.com/new/img/bt3/2-3-031.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-032,ワニノコ,2-3-032.webp,https://pokemonfrienda.com/new/img/bt3/2-3-032.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-033,アリゲイツ,2-3-033.webp,https://pokemonfrienda.com/new/img/bt3/2-3-033.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-034,オーダイル,2-3-034.webp,https://pokemonfrienda.com/new/img/bt3/2-3-034.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-035,ヤヤコマ,2-3-035.webp,https://pokemonfrienda.com/new/img/bt3/2-3-035.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-036,ヒノヤコマ,2-3-036.webp,https://pokemonfrienda.com/new/img/bt3/2-3-036.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-037,ファイアロー,2-3-037.webp,https://pokemonfrienda.com/new/img/bt3/2-3-037.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-038,ヤンチャム,2-3-038.webp,https://pokemonfrienda.com/new/img/bt3/2-3-038.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-039,ゴロンダ,2-3-039.webp,https://pokemonfrienda.com/new/img/bt3/2-3-039.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-040,オンバット,2-3-040.webp,https://pokemonfrienda.com/new/img/bt3/2-3-040.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-041,オンバーン,2-3-041.webp,https://pokemonfrienda.com/new/img/bt3/2-3-041.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-042,クレッフィ,2-3-042.webp,https://pokemonfrienda.com/new/img/bt3/2-3-042.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-043,ピカチュウ,2-3-043.webp,https://pokemonfrienda.com/new/img/bt3/2-3-043.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-044,イーブイ,2-3-044.webp,https://pokemonfrienda.com/new/img/bt3/2-3-044.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-045,リーフィア,2-3-045.webp,https://pokemonfrienda.com/new/img/bt3/2-3-045.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-046,グレイシア,2-3-046.webp,https://pokemonfrienda.com/new/img/bt3/2-3-046.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-047,コイル,2-3-047.webp,https://pokemonfrienda.com/new/img/bt3/2-3-047.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-048,レアコイル,2-3-048.webp,https://pokemonfrienda.com/new/img/bt3/2-3-048.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-049,ジバコイル,2-3-049.webp,https://pokemonfrienda.com/new/img/bt3/2-3-049.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-050,トゲピー,2-3-050.webp,https://pokemonfrienda.com/new/img/bt3/2-3-050.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-051,トゲチック,2-3-051.webp,https://pokemonfrienda.com/new/img/bt3/2-3-051.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-052,トゲキッス,2-3-052.webp,https://pokemonfrienda.com/new/img/bt3/2-3-052.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-053,ガーディ,2-3-053.webp,https://pokemonfrienda.com/new/img/bt3/2-3-053.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-054,ウインディ,2-3-054.webp,https://pokemonfrienda.com/new/img/bt3/2-3-054.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-055,イワーク,2-3-055.webp,https://pokemonfrienda.com/new/img/bt3/2-3-055.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-056,ハガネール,2-3-056.webp,https://pokemonfrienda.com/new/img/bt3/2-3-056.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-057,ストライク,2-3-057.webp,https://pokemonfrienda.com/new/img/bt3/2-3-057.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-058,ハッサム,2-3-058.webp,https://pokemonfrienda.com/new/img/bt3/2-3-058.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-059,バサギリ,2-3-059.webp,https://pokemonfrienda.com/new/img/bt3/2-3-059.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-060,ヒンバス,2-3-060.webp,https://pokemonfrienda.com/new/img/bt3/2-3-060.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-061,ミロカロス,2-3-061.webp,https://pokemonfrienda.com/new/img/bt3/2-3-061.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-062,カゲボウズ,2-3-062.webp,https://pokemonfrienda.com/new/img/bt3/2-3-062.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-063,ジュペッタ,2-3-063.webp,https://pokemonfrienda.com/new/img/bt3/2-3-063.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-064,カジッチュ,2-3-064.webp,https://pokemonfrienda.com/new/img/bt3/2-3-064.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-065,アップリュー,2-3-065.webp,https://pokemonfrienda.com/new/img/bt3/2-3-065.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-066,タルップル,2-3-066.webp,https://pokemonfrienda.com/new/img/bt3/2-3-066.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-067,マホミル,2-3-067.webp,https://pokemonfrienda.com/new/img/bt3/2-3-067.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-068,マホイップ,2-3-068.webp,https://pokemonfrienda.com/new/img/bt3/2-3-068.webp,,,,,,,,,,,,,,ベストタッグ3だん
2-3-069,ワッカネズミ,2-3-069.webp,https://pokemonfrienda.com/new/img/bt3/2-3-069.webp,,,,,,,,,,,,,,ベストタッグ3だん
